id_propiedad,ciudad,barrio,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion
603,madrid,retiro,Venta,dúplex,785945.0,85.0,5,,buen estado,2006,cuarto,0,0,1,0,0,5.8,2025-02-11
604,madrid,arganzuela,Venta,chalet,245343.0,44.2,2,1,buen estado,2004,cuarto,1,0,0,1,0,7.28,2025-01-30
605,madrid,retiro,Venta,piso,440981.0,80.2,4,1,buen estado,2016,tercero,1,1,0,0,0,2.36,2025-01-30
606,madrid,chamberí,Alquiler,piso,450024.0,82.0,2,1,buen estado,1965,octavo,1,1,,0,0,6.54,2025-01-12
607,madrid,salamanca,Venta,piso,474982.0,78.2,1,1,buen estado,1985,octavo,,0,0,0,1,7.41,2025-01-20
608,madrid,chamberí,Alquiler,piso,349328.0,80.4,3,2,buen estado,1991,segundo,1,0,0,0,,6.78,2024-11-27
609,madrid,chamberí,Alquiler,piso,590545.0,116.3,5,1,buen estado,1992,quinto,0,1,0,0,0,5.03,2025-04-07
610,madrid,chamberí,Venta,dúplex,420748.0,87.0,3,1,buen estado,1971,ático,1,1,0,0,0,5.97,
611,madrid,arganzuela,Venta,piso,437918.0,81.5,4,1,buen estado,1978,segundo,1,1,0,1,0,5.79,2025-02-07
612,madrid,tetuán,Venta,piso,398745.0,80.7,3,1,obra nueva,2020,primero,1,1,,1,1,3.37,2024-12-20
613,madrid,salamanca,Venta,piso,366087.0,66.7,1,1,buen estado,2001,tercero,0,0,1,0,1,,2024-12-04
614,madrid,arganzuela,Venta,piso,357378.0,84.1,4,1,buen estado,1986,octavo,,0,1,0,0,5.49,2024-10-14
615,madrid,arganzuela,Venta,ático,,102.6,1,1,buen estado,1993,noveno,0,0,1,0,1,2.47,2024-10-11
616,madrid,chamberí,Venta,dúplex,313115.0,64.6,2,1,buen estado,1985,ático,0,1,0,,0,4.53,2024-12-18
617,madrid,centro,Alquiler,ático,457772.0,101.0,2,1,buen estado,1982,tercero,0,1,0,0,1,5.16,2025-02-05
618,madrid,retiro,Venta,dúplex,279396.0,58.6,2,2,buen estado,1985,primero,1,1,0,0,0,4.34,2024-10-10
619,madrid,tetuán,Alquiler,chalet,250408.0,58.1,5,1,obra nueva,2022,ático,0,1,0,1,1,3.19,2025-03-10
620,madrid,tetuán,Venta,estudio,449992.0,89.9,1,1,buen estado,1997,quinto,0,0,0,0,1,5.68,2024-12-18
621,madrid,arganzuela,Venta,piso,310794.0,66.5,3,1,buen estado,1996,ático,0,0,0,1,1,6.93,2024-12-24
622,madrid,chamberí,Venta,dúplex,447336.0,86.4,6,1,reformado,2011,noveno,1,1,0,0,1,3.54,2025-01-20
623,madrid,arganzuela,Venta,piso,288905.0,66.5,1,1,buen estado,1980,séptimo,0,1,,1,0,6.42,2024-12-23
624,madrid,retiro,Alquiler,piso,425808.0,87.6,4,1,obra nueva,2022,noveno,1,0,1,1,0,7.45,2024-11-26
625,madrid,retiro,Alquiler,piso,396962.0,74.3,1,1,buen estado,1980,séptimo,1,,0,1,1,4.33,2025-03-29
626,madrid,retiro,Venta,dúplex,521942.0,105.4,3,2,obra nueva,2022,segundo,1,1,1,1,1,7.17,2024-12-23
627,madrid,salamanca,Venta,estudio,534329.0,111.6,1,,obra nueva,2022,segundo,1,1,0,0,0,5.6,
628,madrid,retiro,Venta,piso,534958.0,93.0,,1,buen estado,2013,cuarto,1,0,0,0,1,6.54,
629,madrid,retiro,Venta,piso,269009.0,51.5,2,1,buen estado,1988,primero,1,1,0,1,0,5.94,2025-02-06
630,madrid,salamanca,Alquiler,piso,,118.8,2,1,reformado,1999,primero,1,1,0,0,0,5.06,2025-02-06
631,madrid,chamberí,Venta,ático,361199.0,66.9,3,2,buen estado,1943,cuarto,1,1,0,1,0,4.25,2025-01-22
632,madrid,salamanca,Alquiler,piso,236942.0,44.8,3,3,a reformar,1980,quinto,1,0,1,0,0,4.96,2025-01-21
633,madrid,tetuán,Alquiler,chalet,526501.0,115.7,3,1,buen estado,1985,segundo,,1,1,0,0,4.14,2024-10-29
634,madrid,centro,Venta,chalet,468964.0,103.1,6,2,buen estado,1985,bajo,,0,0,1,0,3.95,2024-10-10
635,madrid,centro,Venta,dúplex,420821.0,85.4,1,1,buen estado,1983,segundo,1,0,1,0,0,6.86,
636,madrid,salamanca,Venta,piso,481943.0,96.9,2,1,buen estado,1989,sexto,0,1,0,0,1,5.24,2025-02-08
637,madrid,centro,Venta,piso,353449.0,65.7,3,1,obra nueva,2018,quinto,0,1,0,0,1,5.69,2025-02-21
638,madrid,chamberí,Venta,piso,311374.0,57.9,1,1,obra nueva,2019,quinto,1,1,0,1,0,5.35,2024-12-27
639,madrid,chamberí,Venta,piso,542438.0,109.0,3,2,buen estado,1988,primero,1,1,0,0,1,5.18,2024-10-20
640,madrid,retiro,Alquiler,piso,409175.0,84.9,1,1,buen estado,1964,octavo,1,0,0,1,0,5.6,2025-01-03
641,madrid,centro,Alquiler,chalet,,,3,1,buen estado,1978,séptimo,1,0,0,0,0,5.42,2025-01-08
642,madrid,chamberí,Venta,ático,519928.0,100.7,1,1,obra nueva,2018,tercero,0,0,0,,0,4.8,2024-12-05
643,madrid,arganzuela,Alquiler,piso,327754.0,81.7,2,1,buen estado,1996,octavo,0,0,0,0,0,2.64,2024-11-21
644,madrid,salamanca,Venta,estudio,595801.0,141.9,1,,buen estado,1963,ático,1,0,0,0,0,4.16,2024-12-13
645,madrid,tetuán,Venta,piso,322273.0,66.9,2,1,buen estado,1991,primero,0,1,0,1,1,4.08,2025-03-25
646,madrid,salamanca,Venta,piso,300953.0,59.4,3,2,buen estado,1970,primero,,0,,0,1,5.42,
647,madrid,retiro,Venta,piso,457669.0,102.2,6,1,buen estado,1993,ático,0,1,0,1,0,6.21,2024-10-11
648,madrid,retiro,Venta,piso,570350.0,115.0,1,1,buen estado,1987,noveno,1,1,0,0,1,4.4,2025-03-13
649,madrid,arganzuela,Venta,dúplex,371153.0,88.0,1,1,buen estado,1988,noveno,1,1,0,0,0,5.6,2024-11-08
650,madrid,retiro,Venta,piso,348447.0,68.8,1,1,buen estado,1979,tercero,,0,1,0,1,,2024-12-15
651,madrid,tetuán,Alquiler,piso,402655.0,87.4,2,1,buen estado,1974,segundo,1,0,0,0,1,5.38,2024-10-19
652,madrid,tetuán,Venta,piso,456836.0,94.1,4,1,reformado,1972,quinto,0,0,0,,0,6.85,2024-12-08
653,madrid,salamanca,Venta,piso,248603.0,53.2,3,3,buen estado,1977,noveno,0,0,0,1,0,7.33,2025-03-29
654,madrid,centro,Venta,piso,286403.0,70.3,3,1,buen estado,2003,primero,0,0,0,0,0,,2024-12-13
655,madrid,arganzuela,Venta,chalet,505806.0,84.9,5,1,buen estado,2008,séptimo,,1,0,0,1,5.49,2024-10-21
656,madrid,salamanca,Alquiler,ático,578368.0,108.5,4,1,reformado,1995,quinto,1,1,0,0,0,7.79,
657,madrid,retiro,Venta,piso,358405.0,80.6,1,1,reformado,1982,bajo,1,1,1,0,1,,2024-10-11
658,madrid,chamberí,Venta,piso,331402.0,66.5,3,1,buen estado,1995,séptimo,1,0,0,0,0,6.65,2025-03-17
659,madrid,retiro,Alquiler,piso,403033.0,93.8,6,1,obra nueva,2019,primero,1,1,1,1,0,3.78,2025-01-19
660,madrid,centro,Alquiler,piso,344763.0,63.0,1,1,buen estado,1966,séptimo,1,0,0,0,0,5.31,2025-01-24
661,madrid,arganzuela,Alquiler,piso,459126.0,87.6,,1,buen estado,1987,bajo,0,0,0,1,1,3.45,2024-11-18
662,madrid,salamanca,Venta,piso,252561.0,62.2,1,,obra nueva,2023,séptimo,0,1,1,1,1,8.14,2024-11-24
663,madrid,tetuán,Venta,piso,407175.0,70.4,4,1,buen estado,1974,ático,0,0,0,0,0,5.43,
664,madrid,centro,Alquiler,piso,491504.0,104.6,2,2,buen estado,1970,bajo,0,0,0,0,0,5.8,2024-10-25
665,madrid,retiro,Venta,piso,581816.0,106.4,1,1,reformado,1977,octavo,0,1,0,0,0,6.67,2025-03-05
666,madrid,arganzuela,Venta,chalet,269699.0,58.7,3,1,buen estado,1984,quinto,1,0,0,1,0,8.17,2025-02-18
667,madrid,tetuán,Venta,estudio,396721.0,90.2,1,1,buen estado,2008,tercero,0,1,0,0,1,6.05,2025-02-09
668,madrid,retiro,Venta,estudio,,,1,1,buen estado,1987,octavo,0,1,0,0,1,4.27,2025-03-14
669,madrid,salamanca,Venta,ático,299187.0,66.6,2,1,buen estado,1996,séptimo,1,0,0,0,0,6.03,2025-02-12
670,madrid,chamberí,Venta,piso,386252.0,89.8,1,1,buen estado,1981,cuarto,1,1,0,0,0,7.17,2024-10-21
671,madrid,tetuán,Venta,estudio,437343.0,90.3,1,,buen estado,2014,tercero,1,1,0,0,0,4.29,2024-10-29
672,madrid,centro,Venta,piso,380637.0,81.4,1,1,buen estado,1994,séptimo,1,1,0,0,0,5.17,2025-01-31
673,madrid,retiro,Venta,piso,174768.0,30.4,4,1,buen estado,1997,primero,1,0,0,0,0,5.38,2025-01-20
674,madrid,centro,Venta,piso,349825.0,72.8,1,1,obra nueva,2022,noveno,1,0,0,1,1,3.89,2025-03-21
675,madrid,retiro,Alquiler,piso,155747.0,33.0,3,1,buen estado,1971,séptimo,0,0,0,0,0,6.03,2025-01-04
676,madrid,retiro,Alquiler,dúplex,426763.0,85.5,2,1,obra nueva,2020,octavo,1,1,0,1,1,5.89,2025-03-16
677,madrid,tetuán,Venta,estudio,335083.0,65.0,1,,obra nueva,2018,primero,1,0,0,1,0,4.19,2025-03-26
678,madrid,chamberí,Venta,piso,458654.0,85.8,2,2,buen estado,2003,cuarto,1,1,0,0,0,4.49,2025-02-26
679,madrid,tetuán,Venta,piso,,45.4,1,1,reformado,2004,séptimo,1,0,1,0,0,4.99,2024-11-13
680,madrid,arganzuela,Alquiler,piso,394810.0,86.3,2,1,buen estado,1970,tercero,1,0,0,0,0,5.59,2024-11-26
681,madrid,salamanca,Alquiler,piso,312663.0,60.5,6,2,buen estado,1984,tercero,1,1,0,0,1,,2025-01-03
682,madrid,salamanca,Alquiler,piso,462139.0,95.0,4,,buen estado,1969,ático,1,0,0,0,0,3.55,2025-03-08
683,madrid,salamanca,Alquiler,piso,513295.0,97.5,2,1,buen estado,1998,octavo,0,1,0,1,1,5.23,2024-11-12
684,madrid,centro,Venta,estudio,747378.0,166.8917803256727,1,1,buen estado,1959,sexto,0,1,0,0,0,3.05,2025-03-07
685,madrid,centro,Alquiler,dúplex,288602.0,68.2,4,1,reformado,2008,noveno,1,1,0,0,0,7.16,
686,madrid,arganzuela,Alquiler,piso,371023.0,96.6,3,2,buen estado,1994,noveno,1,0,1,,0,5.09,2024-12-30
687,madrid,tetuán,Alquiler,piso,445645.0,91.6,,4,buen estado,2020,tercero,0,0,0,0,1,3.31,2024-12-18
688,madrid,centro,Alquiler,chalet,331424.0,66.3,4,1,buen estado,1987,segundo,1,0,0,1,0,4.97,2024-11-13
689,madrid,centro,Venta,ático,322360.0,65.9,6,1,buen estado,1995,octavo,0,0,1,0,1,4.88,2024-12-28
690,madrid,arganzuela,Alquiler,piso,414153.0,76.2,1,1,buen estado,2018,tercero,0,0,0,0,1,2.47,2025-03-17
691,madrid,arganzuela,Venta,piso,430858.0,89.8,2,1,buen estado,2004,ático,1,1,0,0,0,,2024-11-23
692,madrid,tetuán,Venta,estudio,,88.5,1,1,obra nueva,2020,octavo,1,1,0,1,1,,2025-02-08
693,madrid,tetuán,Venta,estudio,329028.0,68.4,1,1,buen estado,1970,octavo,0,0,1,1,0,7.32,2024-12-21
694,madrid,centro,Alquiler,piso,580714.0,98.3,5,1,buen estado,1979,segundo,0,1,0,1,1,4.92,
695,madrid,arganzuela,Venta,piso,428568.0,79.5,,2,obra nueva,2020,ático,1,1,0,0,0,2.89,2024-12-12
696,madrid,chamberí,Alquiler,estudio,370055.0,73.6,1,1,buen estado,1965,octavo,0,1,0,0,0,3.8,2024-10-17
697,madrid,retiro,Alquiler,piso,340198.0,66.4,1,1,reformado,1967,octavo,0,1,0,0,0,4.68,2024-12-05
698,madrid,arganzuela,Venta,piso,,,2,1,buen estado,1966,cuarto,1,1,0,1,0,4.31,2025-04-04
699,madrid,arganzuela,Venta,piso,532401.0,95.2,2,1,buen estado,1991,ático,0,0,1,0,1,6.69,2024-12-28
700,madrid,tetuán,Venta,estudio,326366.0,60.5,1,1,buen estado,1972,séptimo,1,1,0,0,0,6.24,2024-12-05
701,madrid,arganzuela,Alquiler,estudio,366659.0,73.4,1,1,obra nueva,2022,noveno,1,,1,1,1,4.86,2024-11-28
702,madrid,arganzuela,Alquiler,piso,396012.0,76.2,4,2,buen estado,1986,ático,0,1,,0,0,4.12,2024-10-28
703,madrid,chamberí,Alquiler,estudio,569124.0,114.4,1,1,buen estado,1988,bajo,0,0,0,1,0,,2025-01-26
704,madrid,retiro,Venta,piso,313461.0,71.2,2,1,buen estado,1983,cuarto,0,0,0,1,1,3.85,2024-10-10
705,madrid,retiro,Venta,ático,223672.0,43.0,1,1,buen estado,1975,quinto,1,1,0,0,0,5.23,2025-03-10
706,madrid,salamanca,Alquiler,estudio,528941.0,101.3,1,1,obra nueva,2020,séptimo,1,1,0,0,0,5.24,2025-03-04
707,madrid,tetuán,Venta,dúplex,624492.0,111.7,5,1,buen estado,2005,tercero,0,1,0,0,1,6.75,
708,madrid,tetuán,Venta,piso,386935.0,85.5,9,,buen estado,1983,octavo,0,0,0,1,1,4.78,2025-01-20
709,madrid,salamanca,Venta,ático,473556.0,93.2,1,1,buen estado,1997,quinto,1,0,1,,1,5.75,2025-01-09
710,madrid,retiro,Venta,dúplex,,69.6,2,2,buen estado,1988,octavo,0,0,1,0,0,4.0,2025-03-24
711,madrid,salamanca,Venta,piso,475282.0,99.1,,1,buen estado,1994,ático,0,1,0,0,1,5.36,2025-03-15
712,madrid,tetuán,Venta,piso,534669.0,100.9,,1,reformado,1978,sexto,0,0,0,0,0,2.64,2024-11-07
713,madrid,centro,Venta,estudio,529724.0,93.3,1,1,buen estado,1980,octavo,0,1,,0,0,6.2,
714,madrid,tetuán,Alquiler,piso,304288.0,59.9,3,1,buen estado,2020,ático,0,1,0,0,1,8.19,2024-11-27
715,madrid,retiro,Venta,ático,369380.0,79.4,1,1,buen estado,1982,octavo,1,0,0,1,1,4.37,2025-02-22
716,madrid,salamanca,Venta,piso,361880.0,71.8,4,1,buen estado,1976,tercero,0,0,0,1,0,0.95,2025-04-02
717,madrid,centro,Alquiler,piso,259605.0,48.2,4,1,obra nueva,2023,sexto,1,1,1,0,1,3.68,2025-03-23
718,madrid,salamanca,Alquiler,piso,400446.0,81.6,2,2,buen estado,1965,quinto,0,1,0,0,0,6.44,2024-10-18
719,madrid,salamanca,Venta,piso,463004.0,100.6,2,,buen estado,2001,primero,1,0,0,1,0,6.37,2025-03-05
720,madrid,chamberí,Alquiler,piso,434161.0,94.0,8,1,buen estado,1981,sexto,0,1,0,1,0,3.96,2025-01-27
721,madrid,retiro,Venta,estudio,239177.0,43.6,1,1,buen estado,1991,ático,0,0,0,1,0,4.64,2025-03-16
722,madrid,salamanca,Alquiler,piso,377330.0,91.6,,1,obra nueva,2018,quinto,,0,0,1,1,4.79,2025-02-14
723,madrid,salamanca,Venta,estudio,506173.0,93.0,1,1,buen estado,1990,cuarto,0,0,0,,0,9.38,2025-01-29
724,madrid,centro,Venta,estudio,445254.0,83.5,1,1,buen estado,1975,octavo,1,0,0,1,0,3.55,2024-12-04
725,madrid,chamberí,Alquiler,dúplex,,,1,1,obra nueva,2020,ático,1,1,1,0,0,3.59,2024-11-14
726,madrid,retiro,Venta,ático,376004.0,77.4,3,1,obra nueva,2023,ático,1,1,0,0,1,5.21,2025-01-12
727,madrid,salamanca,Venta,piso,489778.0,97.2,3,,buen estado,1990,bajo,1,0,0,1,1,5.2,2025-03-04
728,madrid,tetuán,Venta,piso,180687.0,40.7,2,1,buen estado,2004,tercero,0,0,0,0,0,2.91,2025-01-05
729,madrid,chamberí,Venta,estudio,256092.0,51.3,1,1,buen estado,1990,segundo,1,0,,1,0,5.1,2024-11-25
730,madrid,chamberí,Venta,piso,515136.0,101.5,1,1,buen estado,1976,ático,0,1,0,0,0,4.06,2025-03-03
731,madrid,salamanca,Alquiler,ático,363473.0,61.9,1,,a reformar,1996,séptimo,0,0,0,0,0,6.77,2025-03-23
732,madrid,tetuán,Venta,estudio,458868.0,98.3,1,1,buen estado,1995,tercero,1,0,0,0,0,3.0,2025-03-06
733,madrid,centro,Alquiler,piso,460415.0,79.7,2,2,buen estado,1969,tercero,1,1,0,0,0,6.02,2024-11-03
734,madrid,retiro,Venta,ático,626539.0,128.5,3,1,buen estado,1979,séptimo,,1,0,,1,1.95,2025-01-01
735,madrid,tetuán,Venta,estudio,305030.0,67.5,1,1,buen estado,1983,noveno,1,1,1,0,0,,2025-01-10
736,madrid,retiro,Alquiler,piso,362085.0,66.7,4,1,buen estado,1999,tercero,1,1,0,0,0,5.77,2025-03-22
737,madrid,centro,Venta,piso,523284.0,99.1,4,1,buen estado,1960,quinto,0,1,0,1,0,8.32,2025-02-08
738,madrid,centro,Venta,dúplex,494817.0,84.1,3,,buen estado,1982,primero,0,1,0,1,1,4.29,2024-11-22
739,madrid,arganzuela,Venta,dúplex,420406.0,85.6,1,1,reformado,2010,segundo,1,0,0,0,0,3.89,2025-02-23
740,madrid,chamberí,Venta,ático,390879.0,76.64983421149104,3,1,buen estado,1965,primero,0,0,0,0,,,2024-10-13
741,madrid,tetuán,Venta,dúplex,602727.0,111.2,2,1,buen estado,1992,noveno,1,1,0,0,0,7.13,2024-12-02
742,madrid,salamanca,Venta,piso,525287.0,100.3,3,1,a reformar,1967,séptimo,1,1,0,0,1,,2025-03-25
743,madrid,chamberí,Venta,piso,399057.0,86.9,6,1,obra nueva,2023,cuarto,1,0,0,0,1,,2024-11-12
744,madrid,centro,Venta,piso,340841.0,77.9,2,1,buen estado,2020,bajo,0,,1,1,0,5.34,2025-03-27
745,madrid,chamberí,Alquiler,dúplex,343966.0,75.6,2,1,buen estado,2007,segundo,0,1,0,1,1,4.9,2025-02-17
746,madrid,chamberí,Venta,piso,473252.0,100.0,4,1,reformado,1985,ático,1,1,1,0,0,4.13,2024-11-15
747,madrid,arganzuela,Alquiler,ático,346012.0,67.9,2,1,buen estado,1981,séptimo,0,1,0,0,0,4.05,2024-12-07
748,madrid,salamanca,Venta,piso,265571.0,56.7,1,1,buen estado,1954,octavo,,0,0,0,1,4.44,2025-01-09
749,madrid,centro,Venta,piso,243110.0,57.1,3,1,buen estado,1990,ático,0,1,0,1,0,6.06,2024-12-30
750,madrid,salamanca,Alquiler,piso,254919.0,50.1,1,1,obra nueva,2023,cuarto,0,1,,0,1,2.34,2025-03-06
751,madrid,tetuán,Venta,piso,176772.0,33.4,3,2,buen estado,1978,noveno,0,0,0,1,1,,2025-03-25
752,madrid,salamanca,Venta,piso,,84.3,2,1,reformado,1999,octavo,0,0,0,0,0,8.51,2025-01-20
753,madrid,retiro,Alquiler,piso,389777.0,85.8,6,1,obra nueva,2022,bajo,1,1,0,0,0,2.95,2025-02-14
754,madrid,chamberí,Venta,piso,372163.0,65.8,6,3,buen estado,1997,cuarto,1,0,0,0,0,4.94,2024-12-02
755,madrid,chamberí,Venta,piso,,,1,1,obra nueva,2018,ático,0,1,,1,1,1.78,2024-12-06
756,madrid,centro,Alquiler,estudio,310185.0,64.6,1,1,buen estado,1978,séptimo,1,1,0,1,0,5.03,2025-02-08
757,madrid,chamberí,Venta,estudio,398644.0,91.6,1,,buen estado,1984,tercero,1,0,1,0,0,5.17,2024-10-20
758,madrid,chamberí,Venta,piso,,120.7,5,1,buen estado,1998,bajo,1,0,1,1,0,3.0,2025-03-04
759,madrid,chamberí,Venta,piso,622531.0,124.4,2,1,buen estado,1975,sexto,1,1,0,0,0,4.57,2025-03-11
760,madrid,tetuán,Venta,ático,623854.0,118.7,2,2,obra nueva,2020,primero,1,1,0,0,0,6.08,2024-12-03
761,madrid,centro,Venta,piso,505593.0,83.7,,1,buen estado,1976,tercero,0,1,0,0,0,7.04,2025-01-22
762,madrid,tetuán,Venta,piso,402783.0,95.1,1,1,obra nueva,2022,ático,1,1,0,0,0,3.61,2025-02-16
763,madrid,retiro,Venta,estudio,354795.0,74.6,1,1,reformado,1974,noveno,0,1,0,0,1,1.2,
764,madrid,salamanca,Venta,piso,255385.0,55.1,4,1,buen estado,1957,tercero,0,1,0,1,0,3.67,2025-02-19
765,madrid,tetuán,Venta,dúplex,306516.0,66.6,,1,buen estado,1976,segundo,1,0,0,0,0,4.29,2025-02-07
766,madrid,tetuán,Venta,ático,370430.0,70.7,2,1,buen estado,1968,primero,1,0,0,0,0,5.98,2024-11-01
767,madrid,centro,Venta,ático,,,1,1,buen estado,1986,bajo,0,0,0,0,1,6.81,2025-03-31
768,madrid,arganzuela,Venta,piso,430180.0,88.3,2,1,reformado,1965,octavo,1,0,0,0,0,3.81,2025-01-26
769,madrid,chamberí,Alquiler,piso,341142.0,67.2,2,1,obra nueva,2020,noveno,1,1,1,1,,1.57,2025-04-05
770,madrid,tetuán,Venta,piso,548789.0,96.1,3,1,buen estado,2009,tercero,1,0,0,0,0,6.17,2024-10-30
771,madrid,retiro,Venta,piso,,,1,1,buen estado,2013,bajo,0,0,0,,0,3.25,2024-10-10
772,madrid,tetuán,Venta,piso,471600.0,102.5,4,1,buen estado,1974,tercero,1,0,0,0,0,3.38,2025-04-03
773,madrid,retiro,Venta,piso,421916.0,85.2,3,1,buen estado,1973,noveno,0,0,,1,0,4.34,2024-12-12
774,madrid,retiro,Alquiler,piso,452851.0,87.5,2,1,buen estado,2015,cuarto,1,0,0,1,0,4.6,2025-04-01
775,madrid,centro,Alquiler,piso,468184.0,82.1,3,1,obra nueva,2021,segundo,1,1,0,1,1,7.9,2025-01-11
776,madrid,tetuán,Venta,piso,330797.0,67.5,3,1,buen estado,2019,quinto,0,0,0,0,1,2.22,2025-04-07
777,madrid,centro,Alquiler,ático,356293.0,77.1,4,1,buen estado,1967,tercero,0,0,0,0,0,7.78,2025-01-31
778,madrid,arganzuela,Alquiler,piso,232946.0,51.0,1,1,buen estado,1992,quinto,0,0,0,0,0,4.16,2025-02-26
779,madrid,tetuán,Venta,estudio,394702.0,80.7,1,1,buen estado,1999,ático,0,1,0,1,0,4.05,
780,madrid,salamanca,Alquiler,piso,331334.0,69.5,2,2,buen estado,1993,primero,1,0,1,,0,6.35,2024-10-25
781,madrid,retiro,Venta,piso,392733.0,92.1,3,1,buen estado,1996,sexto,1,1,0,0,0,5.31,2025-01-19
782,madrid,tetuán,Venta,piso,544170.0,101.4,2,1,a reformar,1977,bajo,1,0,0,1,1,5.11,2024-11-22
783,madrid,arganzuela,Venta,piso,275943.0,51.7,2,1,reformado,1985,octavo,1,1,0,0,0,4.85,2024-12-21
784,madrid,chamberí,Venta,piso,415414.0,79.1,3,1,buen estado,1986,tercero,1,0,0,1,0,2.09,2025-03-15
785,madrid,chamberí,Venta,piso,421919.0,75.3,1,1,buen estado,1989,segundo,1,0,1,0,0,3.94,2024-10-31
786,madrid,retiro,Alquiler,piso,450549.0,76.6,2,2,buen estado,2008,noveno,1,0,0,0,1,2.89,2024-11-29
787,madrid,tetuán,Venta,estudio,446495.0,89.0,1,1,reformado,1997,octavo,0,0,0,0,0,4.5,2024-12-20
788,madrid,arganzuela,Alquiler,ático,552188.0,103.6,3,2,buen estado,2013,cuarto,0,0,0,1,0,1.67,2024-12-05
789,madrid,tetuán,Alquiler,piso,333339.0,73.7,3,1,buen estado,1976,bajo,1,0,0,0,0,4.85,2024-12-14
790,madrid,chamberí,Venta,piso,546204.0,96.8,2,1,buen estado,1980,cuarto,1,0,0,1,0,5.23,2025-01-04
791,madrid,salamanca,Alquiler,chalet,359985.0,71.8,1,1,reformado,1982,noveno,1,,0,1,0,5.14,2024-12-12
792,madrid,arganzuela,Venta,piso,355374.0,69.9,2,1,buen estado,1977,tercero,0,1,1,0,0,7.03,2025-01-03
793,madrid,centro,Venta,ático,559321.0,100.8,7,,reformado,1972,séptimo,1,0,0,0,0,5.09,2024-11-07
794,madrid,retiro,Venta,estudio,,,1,1,a reformar,2012,ático,0,0,1,0,,5.55,2025-04-06
795,madrid,chamberí,Alquiler,piso,,83.1,1,1,buen estado,1989,octavo,0,0,0,0,0,,2024-10-11
796,madrid,arganzuela,Alquiler,piso,215395.0,49.0,2,1,buen estado,1986,ático,1,1,0,0,0,7.27,2025-01-04
797,madrid,salamanca,Venta,piso,406208.0,88.1,5,,buen estado,1993,tercero,0,1,0,1,0,6.62,2025-03-04
798,madrid,retiro,Venta,estudio,217693.0,60.2,,1,reformado,2014,tercero,1,0,0,1,,5.42,2025-02-13
799,madrid,arganzuela,Venta,estudio,299306.0,51.0,1,1,reformado,1995,tercero,0,0,,1,0,5.27,2024-12-06
800,madrid,chamberí,Alquiler,dúplex,360059.0,71.9,,,buen estado,2005,primero,0,,1,0,0,7.04,2024-11-08
801,madrid,salamanca,Venta,estudio,617931.0,123.9,1,1,buen estado,1963,octavo,1,0,0,0,0,6.43,2024-10-19
802,madrid,centro,Venta,piso,492348.0,80.7,2,1,reformado,1975,noveno,1,1,0,1,,2.2,2024-12-18
803,madrid,centro,Venta,dúplex,388795.0,79.4,2,1,buen estado,1968,sexto,0,0,0,1,0,3.57,2024-12-04
804,madrid,tetuán,Venta,piso,,,1,1,buen estado,1969,octavo,1,0,1,1,0,3.84,2024-10-17
805,madrid,tetuán,Venta,ático,460306.0,92.3,5,1,obra nueva,2021,primero,1,0,,0,0,,2025-04-05
806,madrid,tetuán,Venta,estudio,,64.4,,1,buen estado,1965,tercero,0,0,0,0,0,3.74,2025-01-14
807,madrid,tetuán,Venta,piso,433490.0,88.1,3,1,reformado,1990,segundo,0,1,1,0,0,7.0,2025-02-26
808,madrid,retiro,Venta,piso,399396.0,77.9,1,1,buen estado,1990,quinto,0,0,1,0,0,3.4,2024-11-25
809,madrid,centro,Venta,piso,430764.0,72.5,1,1,obra nueva,2020,sexto,1,0,0,0,1,3.85,2024-12-19
810,madrid,centro,Venta,piso,437202.0,86.0,2,1,buen estado,1998,tercero,1,0,0,1,0,,2024-11-03
811,madrid,arganzuela,Venta,piso,,83.5,3,1,buen estado,1968,sexto,1,1,0,1,0,,2024-11-28
812,madrid,chamberí,Alquiler,estudio,331491.0,83.8,1,1,buen estado,2009,bajo,1,0,0,0,0,4.14,2024-11-23
813,madrid,centro,Venta,chalet,289606.0,53.1,5,1,obra nueva,2022,octavo,1,1,0,0,0,6.16,2024-12-28
814,madrid,centro,Venta,piso,531113.0,104.2,6,1,buen estado,1997,sexto,1,0,0,0,1,4.69,2024-11-03
815,madrid,arganzuela,Venta,piso,383531.0,79.9,3,2,buen estado,2003,ático,0,0,0,1,0,3.53,2024-11-02
816,madrid,centro,Alquiler,piso,,,2,1,buen estado,1977,octavo,1,1,1,0,0,6.25,2024-12-13
817,madrid,retiro,Venta,piso,470119.0,89.9,3,3,reformado,1980,noveno,1,0,0,1,1,5.16,2024-11-28
818,madrid,tetuán,Venta,estudio,,,1,1,buen estado,1988,cuarto,0,1,0,1,0,6.87,2025-01-07
819,madrid,retiro,Venta,piso,285307.0,53.2,1,1,obra nueva,2018,sexto,0,1,0,0,0,7.7,2025-03-15
820,madrid,retiro,Venta,chalet,248354.0,53.8,1,1,reformado,1985,ático,0,0,0,1,0,4.67,2025-01-03
821,madrid,centro,Venta,piso,308519.0,60.7,3,2,obra nueva,2018,primero,1,,0,1,1,2.02,2024-11-19
