precio_m2_inmueble,id_propiedad,ciudad,barrio,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion,comunidad_autonoma,poblacion,superficie_km2,precio_m2_ciudad,latitud_centro,longitud_centro,distrito,renta_media,precio_m2_barrio,latitud_barrio,longitud_barrio,num_colegios,num_centros_salud,num_estaciones_transp,num_zonas_verdes,nivel_servicios,indice_seguridad,indice_contaminacion,indice_accesibilidad,descripcion,poblacion_km2
5385.995850622407,717,madrid,centro,Alquiler,piso,259605.0,48.2,4,1,obra nueva,2023,sexto,1,1,1,0,1,3.68,2025-03-23,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4907.426470588236,718,madrid,salamanca,Alquiler,piso,400446.0,81.6,2,2,buen estado,1965,quinto,0,1,0,0,0,6.44,2024-10-18,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4602.425447316104,719,madrid,salamanca,Venta,piso,463004.0,100.6,2,,buen estado,2001,primero,1,0,0,1,0,6.37,2025-03-05,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4618.734042553191,720,madrid,chamberí,Alquiler,piso,434161.0,94.0,8,1,buen estado,1981,sexto,0,1,0,1,0,3.96,2025-01-27,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5485.711009174312,721,madrid,retiro,Venta,estudio,239177.0,43.6,1,1,buen estado,1991,ático,0,0,0,1,0,4.64,2025-03-16,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Vivienda de planta única, generalmente compacta.",5460.863809366209
4119.323144104804,722,madrid,salamanca,Alquiler,piso,377330.0,91.6,,1,obra nueva,2018,quinto,,0,0,1,1,4.79,2025-02-14,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5442.720430107527,723,madrid,salamanca,Venta,estudio,506173.0,93.0,1,1,buen estado,1990,cuarto,0,0,0,,0,9.38,2025-01-29,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Vivienda de planta única, generalmente compacta.",5460.863809366209
5332.383233532934,724,madrid,centro,Venta,estudio,445254.0,83.5,1,1,buen estado,1975,octavo,1,0,0,1,0,3.55,2024-12-04,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,"Vivienda de planta única, generalmente compacta.",5460.863809366209
,725,madrid,chamberí,Alquiler,dúplex,,,1,1,obra nueva,2020,ático,1,1,1,0,0,3.59,2024-11-14,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,Apartamento de dos niveles comunicados mediante escalera interna.,5460.863809366209
4857.932816537467,726,madrid,retiro,Venta,ático,376004.0,77.4,3,1,obra nueva,2023,ático,1,1,0,0,1,5.21,2025-01-12,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Piso en la última planta, con vistas y terraza.",5460.863809366209
5038.868312757201,727,madrid,salamanca,Venta,piso,489778.0,97.2,3,,buen estado,1990,bajo,1,0,0,1,1,5.2,2025-03-04,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4439.484029484029,728,madrid,tetuán,Venta,piso,180687.0,40.7,2,1,buen estado,2004,tercero,0,0,0,0,0,2.91,2025-01-05,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4992.046783625731,729,madrid,chamberí,Venta,estudio,256092.0,51.3,1,1,buen estado,1990,segundo,1,0,,1,0,5.1,2024-11-25,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Vivienda de planta única, generalmente compacta.",5460.863809366209
5075.231527093596,730,madrid,chamberí,Venta,piso,515136.0,101.5,1,1,buen estado,1976,ático,0,1,0,0,0,4.06,2025-03-03,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5871.938610662359,731,madrid,salamanca,Alquiler,ático,363473.0,61.9,1,,a reformar,1996,séptimo,0,0,0,0,0,6.77,2025-03-23,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Piso en la última planta, con vistas y terraza.",5460.863809366209
4668.036622583927,732,madrid,tetuán,Venta,estudio,458868.0,98.3,1,1,buen estado,1995,tercero,1,0,0,0,0,3.0,2025-03-06,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Vivienda de planta única, generalmente compacta.",5460.863809366209
5776.850690087829,733,madrid,centro,Alquiler,piso,460415.0,79.7,2,2,buen estado,1969,tercero,1,1,0,0,0,6.02,2024-11-03,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4875.789883268482,734,madrid,retiro,Venta,ático,626539.0,128.5,3,1,buen estado,1979,séptimo,,1,0,,1,1.95,2025-01-01,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Piso en la última planta, con vistas y terraza.",5460.863809366209
4518.962962962963,735,madrid,tetuán,Venta,estudio,305030.0,67.5,1,1,buen estado,1983,noveno,1,1,1,0,0,,2025-01-10,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Vivienda de planta única, generalmente compacta.",5460.863809366209
5428.56071964018,736,madrid,retiro,Alquiler,piso,362085.0,66.7,4,1,buen estado,1999,tercero,1,1,0,0,0,5.77,2025-03-22,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5280.363269424824,737,madrid,centro,Venta,piso,523284.0,99.1,4,1,buen estado,1960,quinto,0,1,0,1,0,8.32,2025-02-08,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5883.674197384067,738,madrid,centro,Venta,dúplex,494817.0,84.1,3,,buen estado,1982,primero,0,1,0,1,1,4.29,2024-11-22,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,Apartamento de dos niveles comunicados mediante escalera interna.,5460.863809366209
4911.285046728973,739,madrid,arganzuela,Venta,dúplex,420406.0,85.6,1,1,reformado,2010,segundo,1,0,0,0,0,3.89,2025-02-23,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,31325.0,4974.250892259588,40.4132,-3.6936,1,0,6,4,alto,6.5,6.6,6.4,Apartamento de dos niveles comunicados mediante escalera interna.,5460.863809366209
5099.541362626991,740,madrid,chamberí,Venta,ático,390879.0,76.64983421149104,3,1,buen estado,1965,primero,0,0,0,0,,,2024-10-13,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Piso en la última planta, con vistas y terraza.",5460.863809366209
5420.206834532374,741,madrid,tetuán,Venta,dúplex,602727.0,111.2,2,1,buen estado,1992,noveno,1,1,0,0,0,7.13,2024-12-02,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,Apartamento de dos niveles comunicados mediante escalera interna.,5460.863809366209
5237.15852442672,742,madrid,salamanca,Venta,piso,525287.0,100.3,3,1,a reformar,1967,séptimo,1,1,0,0,1,,2025-03-25,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4592.140391254315,743,madrid,chamberí,Venta,piso,399057.0,86.9,6,1,obra nueva,2023,cuarto,1,0,0,0,1,,2024-11-12,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4375.365853658536,744,madrid,centro,Venta,piso,340841.0,77.9,2,1,buen estado,2020,bajo,0,,1,1,0,5.34,2025-03-27,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4549.814814814815,745,madrid,chamberí,Alquiler,dúplex,343966.0,75.6,2,1,buen estado,2007,segundo,0,1,0,1,1,4.9,2025-02-17,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,Apartamento de dos niveles comunicados mediante escalera interna.,5460.863809366209
4732.52,746,madrid,chamberí,Venta,piso,473252.0,100.0,4,1,reformado,1985,ático,1,1,1,0,0,4.13,2024-11-15,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5095.905743740795,747,madrid,arganzuela,Alquiler,ático,346012.0,67.9,2,1,buen estado,1981,séptimo,0,1,0,0,0,4.05,2024-12-07,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,31325.0,4974.250892259588,40.4132,-3.6936,1,0,6,4,alto,6.5,6.6,6.4,"Piso en la última planta, con vistas y terraza.",5460.863809366209
4683.7918871252205,748,madrid,salamanca,Venta,piso,265571.0,56.7,1,1,buen estado,1954,octavo,,0,0,0,1,4.44,2025-01-09,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4257.618213660245,749,madrid,centro,Venta,piso,243110.0,57.1,3,1,buen estado,1990,ático,0,1,0,1,0,6.06,2024-12-30,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5088.203592814371,750,madrid,salamanca,Alquiler,piso,254919.0,50.1,1,1,obra nueva,2023,cuarto,0,1,,0,1,2.34,2025-03-06,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5292.574850299401,751,madrid,tetuán,Venta,piso,176772.0,33.4,3,2,buen estado,1978,noveno,0,0,0,1,1,,2025-03-25,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
,752,madrid,salamanca,Venta,piso,,84.3,2,1,reformado,1999,octavo,0,0,0,0,0,8.51,2025-01-20,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4542.855477855478,753,madrid,retiro,Alquiler,piso,389777.0,85.8,6,1,obra nueva,2022,bajo,1,1,0,0,0,2.95,2025-02-14,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5655.9726443769,754,madrid,chamberí,Venta,piso,372163.0,65.8,6,3,buen estado,1997,cuarto,1,0,0,0,0,4.94,2024-12-02,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
,755,madrid,chamberí,Venta,piso,,,1,1,obra nueva,2018,ático,0,1,,1,1,1.78,2024-12-06,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4801.625386996904,756,madrid,centro,Alquiler,estudio,310185.0,64.6,1,1,buen estado,1978,séptimo,1,1,0,1,0,5.03,2025-02-08,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,"Vivienda de planta única, generalmente compacta.",5460.863809366209
4352.008733624454,757,madrid,chamberí,Venta,estudio,398644.0,91.6,1,,buen estado,1984,tercero,1,0,1,0,0,5.17,2024-10-20,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Vivienda de planta única, generalmente compacta.",5460.863809366209
,758,madrid,chamberí,Venta,piso,,120.7,5,1,buen estado,1998,bajo,1,0,1,1,0,3.0,2025-03-04,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5004.268488745981,759,madrid,chamberí,Venta,piso,622531.0,124.4,2,1,buen estado,1975,sexto,1,1,0,0,0,4.57,2025-03-11,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5255.720303285594,760,madrid,tetuán,Venta,ático,623854.0,118.7,2,2,obra nueva,2020,primero,1,1,0,0,0,6.08,2024-12-03,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Piso en la última planta, con vistas y terraza.",5460.863809366209
6040.537634408602,761,madrid,centro,Venta,piso,505593.0,83.7,,1,buen estado,1976,tercero,0,1,0,0,0,7.04,2025-01-22,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4235.362776025237,762,madrid,tetuán,Venta,piso,402783.0,95.1,1,1,obra nueva,2022,ático,1,1,0,0,0,3.61,2025-02-16,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4755.965147453084,763,madrid,retiro,Venta,estudio,354795.0,74.6,1,1,reformado,1974,noveno,0,1,0,0,1,1.2,,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Vivienda de planta única, generalmente compacta.",5460.863809366209
4634.936479128856,764,madrid,salamanca,Venta,piso,255385.0,55.1,4,1,buen estado,1957,tercero,0,1,0,1,0,3.67,2025-02-19,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4602.342342342343,765,madrid,tetuán,Venta,dúplex,306516.0,66.6,,1,buen estado,1976,segundo,1,0,0,0,0,4.29,2025-02-07,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,Apartamento de dos niveles comunicados mediante escalera interna.,5460.863809366209
5239.462517680339,766,madrid,tetuán,Venta,ático,370430.0,70.7,2,1,buen estado,1968,primero,1,0,0,0,0,5.98,2024-11-01,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Piso en la última planta, con vistas y terraza.",5460.863809366209
,767,madrid,centro,Venta,ático,,,1,1,buen estado,1986,bajo,0,0,0,0,1,6.81,2025-03-31,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,"Piso en la última planta, con vistas y terraza.",5460.863809366209
4871.800679501699,768,madrid,arganzuela,Venta,piso,430180.0,88.3,2,1,reformado,1965,octavo,1,0,0,0,0,3.81,2025-01-26,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,31325.0,4974.250892259588,40.4132,-3.6936,1,0,6,4,alto,6.5,6.6,6.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5076.517857142857,769,madrid,chamberí,Alquiler,piso,341142.0,67.2,2,1,obra nueva,2020,noveno,1,1,1,1,,1.57,2025-04-05,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5710.60353798127,770,madrid,tetuán,Venta,piso,548789.0,96.1,3,1,buen estado,2009,tercero,1,0,0,0,0,6.17,2024-10-30,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
,771,madrid,retiro,Venta,piso,,,1,1,buen estado,2013,bajo,0,0,0,,0,3.25,2024-10-10,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4600.975609756098,772,madrid,tetuán,Venta,piso,471600.0,102.5,4,1,buen estado,1974,tercero,1,0,0,0,0,3.38,2025-04-03,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4952.065727699531,773,madrid,retiro,Venta,piso,421916.0,85.2,3,1,buen estado,1973,noveno,0,0,,1,0,4.34,2024-12-12,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5175.44,774,madrid,retiro,Alquiler,piso,452851.0,87.5,2,1,buen estado,2015,cuarto,1,0,0,1,0,4.6,2025-04-01,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5702.606577344702,775,madrid,centro,Alquiler,piso,468184.0,82.1,3,1,obra nueva,2021,segundo,1,1,0,1,1,7.9,2025-01-11,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4900.696296296296,776,madrid,tetuán,Venta,piso,330797.0,67.5,3,1,buen estado,2019,quinto,0,0,0,0,1,2.22,2025-04-07,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4621.18028534371,777,madrid,centro,Alquiler,ático,356293.0,77.1,4,1,buen estado,1967,tercero,0,0,0,0,0,7.78,2025-01-31,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,"Piso en la última planta, con vistas y terraza.",5460.863809366209
4567.568627450981,778,madrid,arganzuela,Alquiler,piso,232946.0,51.0,1,1,buen estado,1992,quinto,0,0,0,0,0,4.16,2025-02-26,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,31325.0,4974.250892259588,40.4132,-3.6936,1,0,6,4,alto,6.5,6.6,6.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4890.978934324659,779,madrid,tetuán,Venta,estudio,394702.0,80.7,1,1,buen estado,1999,ático,0,1,0,1,0,4.05,,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Vivienda de planta única, generalmente compacta.",5460.863809366209
4767.395683453237,780,madrid,salamanca,Alquiler,piso,331334.0,69.5,2,2,buen estado,1993,primero,1,0,1,,0,6.35,2024-10-25,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4264.201954397395,781,madrid,retiro,Venta,piso,392733.0,92.1,3,1,buen estado,1996,sexto,1,1,0,0,0,5.31,2025-01-19,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5366.568047337278,782,madrid,tetuán,Venta,piso,544170.0,101.4,2,1,a reformar,1977,bajo,1,0,0,1,1,5.11,2024-11-22,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5337.388781431334,783,madrid,arganzuela,Venta,piso,275943.0,51.7,2,1,reformado,1985,octavo,1,1,0,0,0,4.85,2024-12-21,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,31325.0,4974.250892259588,40.4132,-3.6936,1,0,6,4,alto,6.5,6.6,6.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5251.757269279394,784,madrid,chamberí,Venta,piso,415414.0,79.1,3,1,buen estado,1986,tercero,1,0,0,1,0,2.09,2025-03-15,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5603.173970783533,785,madrid,chamberí,Venta,piso,421919.0,75.3,1,1,buen estado,1989,segundo,1,0,1,0,0,3.94,2024-10-31,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5881.840731070496,786,madrid,retiro,Alquiler,piso,450549.0,76.6,2,2,buen estado,2008,noveno,1,0,0,0,1,2.89,2024-11-29,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5016.797752808989,787,madrid,tetuán,Venta,estudio,446495.0,89.0,1,1,reformado,1997,octavo,0,0,0,0,0,4.5,2024-12-20,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Vivienda de planta única, generalmente compacta.",5460.863809366209
5330.0,788,madrid,arganzuela,Alquiler,ático,552188.0,103.6,3,2,buen estado,2013,cuarto,0,0,0,1,0,1.67,2024-12-05,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,31325.0,4974.250892259588,40.4132,-3.6936,1,0,6,4,alto,6.5,6.6,6.4,"Piso en la última planta, con vistas y terraza.",5460.863809366209
4522.917232021709,789,madrid,tetuán,Alquiler,piso,333339.0,73.7,3,1,buen estado,1976,bajo,1,0,0,0,0,4.85,2024-12-14,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5642.603305785125,790,madrid,chamberí,Venta,piso,546204.0,96.8,2,1,buen estado,1980,cuarto,1,0,0,1,0,5.23,2025-01-04,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5013.718662952647,791,madrid,salamanca,Alquiler,chalet,359985.0,71.8,1,1,reformado,1982,noveno,1,,0,1,0,5.14,2024-12-12,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Casa independiente, a menudo con jardín y mayor espacio.",5460.863809366209
5084.034334763948,792,madrid,arganzuela,Venta,piso,355374.0,69.9,2,1,buen estado,1977,tercero,0,1,1,0,0,7.03,2025-01-03,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,31325.0,4974.250892259588,40.4132,-3.6936,1,0,6,4,alto,6.5,6.6,6.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
